"","site","plotid","pre_post_fire","year","status","BA_m2_ha_plot","n_trees_totalPlot","n_trees_acre","n_trees_ha"
"332","calaveras","bigtrees32","postfire","2022","LIVE",35.834429849169,5,50,123.5525
"333","calaveras","bigtrees32","prefire","2020","DEAD",12.1785677974881,4,40,98.842
"334","calaveras","bigtrees32","prefire","2020","LIVE",39.2506881655918,10,100,247.105
"335","calaveras","bigtrees33","prefire","2020","DEAD",95.1047950385387,6,60,148.263
"336","calaveras","bigtrees33","prefire","2020","LIVE",3.94195147154652,2,20,49.421
"337","calaveras","bigtrees34","postfire","2022","DEAD",49.0092470183837,4,40,98.842
"338","calaveras","bigtrees34","postfire","2022","LIVE",68.3771834982818,13,130,321.2365
"339","calaveras","bigtrees34","prefire","2020","DEAD",45.4706821245034,3,30,74.1315
"340","calaveras","bigtrees34","prefire","2020","LIVE",71.2213839478156,14,140,345.947
"341","calaveras","bigtrees35","postfire","2022","DEAD",4.64827098598405,2,20,49.421
"342","calaveras","bigtrees35","postfire","2022","LIVE",146.448017193642,10,100,247.105
"343","calaveras","bigtrees35","prefire","2020","DEAD",1.96257225306316,1,10,24.7105
"344","calaveras","bigtrees35","prefire","2020","LIVE",143.233170756123,9,90,222.3945
"345","calaveras","bigtrees36","prefire","2020","DEAD",7.4241179341207,4,40,98.842
"346","calaveras","bigtrees36","prefire","2020","LIVE",70.9222354894011,11,110,271.8155
"347","caples","1","postfire","2020","DEAD",15.8654260202088,8,80,197.684
"348","caples","1","postfire","2020","LIVE",24.1944806559614,4,40,98.842
"349","caples","1","prefire","2013-2018","DEAD",5.08758099666735,1,10,24.7105
"350","caples","1","prefire","2013-2018","LIVE",38.3345338819589,11,110,271.8155
"351","caples","1","prefire","2019","DEAD",18.208697388379,8,80,197.684
"352","caples","1","prefire","2019","LIVE",23.3742774543579,3,30,74.1315
"353","caples","10","postfire","2020","DEAD",6.99614195092632,2,20,49.421
"354","caples","10","prefire","2013-2018","LIVE",4.23085272702592,2,20,49.421
"355","caples","100","postfire","2020","DEAD",10.951523468744,24,240,593.052
"356","caples","100","postfire","2020","LIVE",12.3390490873953,13,130,321.2365
"357","caples","100","prefire","2013-2018","DEAD",0.57415388567126,1,10,24.7105
"358","caples","100","prefire","2013-2018","LIVE",15.3910659176676,21,210,518.9205
"359","caples","101","postfire","2020","DEAD",15.6574543788197,6,60,148.263
"360","caples","101","prefire","2013-2018","LIVE",14.8940377601487,6,60,148.263
"361","caples","102","postfire","2020","DEAD",9.13186864449647,15,150,370.6575
"362","caples","102","postfire","2020","LIVE",4.26417554414658,2,20,49.421
"363","caples","102","prefire","2013-2018","DEAD",2.34181579957148,3,30,74.1315
"364","caples","102","prefire","2013-2018","LIVE",12.8037248068594,14,140,345.947
"365","caples","103","postfire","2020","DEAD",7.83749941616498,8,80,197.684
"366","caples","103","postfire","2020","LIVE",85.0490478930453,24,240,593.052
"367","caples","103","prefire","2013-2018","DEAD",193.586509226172,7,70,172.9735
"368","caples","103","prefire","2013-2018","LIVE",86.1399480388532,28,280,691.894
"369","caples","103","prefire","2019","DEAD",0.442512261600541,1,10,24.7105
"370","caples","104","prefire","2013-2018","DEAD",28.0712614694467,5,50,123.5525
"371","caples","104","prefire","2013-2018","LIVE",62.9003009760888,21,210,518.9205
"372","caples","105","postfire","2020","DEAD",16.4923103043173,16,160,395.368
"373","caples","105","postfire","2020","LIVE",68.0709658283726,33,330,815.4465
"374","caples","105","prefire","2013-2018","DEAD",19.4982341289626,5,50,123.5525
"375","caples","105","prefire","2013-2018","LIVE",82.7024578284699,44,440,1087.262
"376","caples","106","prefire","2013-2018","DEAD",32.5870563053634,3,30,74.1315
"377","caples","106","prefire","2013-2018","LIVE",105.321353402822,23,230,568.3415
"378","caples","107","prefire","2013-2018","DEAD",0.798719009086017,3,30,74.1315
"379","caples","107","prefire","2013-2018","LIVE",102.04205438775,49,490,1210.8145
"380","caples","108","prefire","2013-2018","DEAD",25.8881802774639,6,60,148.263
"381","caples","108","prefire","2013-2018","LIVE",63.2797774135729,25,250,617.7625
"382","caples","109","prefire","2013-2018","DEAD",26.1688915336277,3,30,74.1315
"383","caples","109","prefire","2013-2018","LIVE",63.1188109341327,16,160,395.368
"384","caples","11","postfire","2020","DEAD",22.9058948868623,32,320,790.736
"385","caples","11","postfire","2020","LIVE",45.8064332812811,33,330,815.4465
"386","caples","11","prefire","2013-2018","DEAD",6.78950943264813,4,40,98.842
"387","caples","11","prefire","2013-2018","LIVE",41.2797701998271,46,460,1136.683
"388","caples","110","prefire","2013-2018","DEAD",2.19895659349975,3,30,74.1315
"389","caples","110","prefire","2013-2018","LIVE",101.904163522496,33,330,815.4465
"390","caples","111","postfire","2020","DEAD",2.16606074316805,3,30,74.1315
"391","caples","111","postfire","2020","LIVE",81.9732373680787,4,40,98.842
"392","caples","111","prefire","2013-2018","DEAD",54.639522211408,2,20,49.421
"393","caples","111","prefire","2013-2018","LIVE",97.0750526938033,9,90,222.3945
"394","caples","112","prefire","2013-2018","LIVE",28.1716568875976,9,90,222.3945
"395","caples","113","prefire","2013-2018","DEAD",4.31168530320969,2,20,49.421
"396","caples","113","prefire","2013-2018","LIVE",76.0535563224608,20,200,494.21
"397","caples","114","prefire","2013-2018","DEAD",1.67636865138678,2,20,49.421
"398","caples","114","prefire","2013-2018","LIVE",94.2055641658139,51,510,1260.2355
"399","caples","115","postfire","2020","DEAD",4.95842354300516,3,30,74.1315
"400","caples","115","postfire","2020","LIVE",22.2243006310221,7,70,172.9735
"401","caples","115","prefire","2013-2018","DEAD",10.4750673474206,3,30,74.1315
"402","caples","115","prefire","2013-2018","LIVE",23.6949877356152,8,80,197.684
"403","caples","116","prefire","2013-2018","DEAD",43.8491398903361,10,100,247.105
"404","caples","116","prefire","2013-2018","LIVE",162.70345796799,34,340,840.157
"405","caples","117","postfire","2020","DEAD",3.39289158851767,17,170,420.0785
"406","caples","117","postfire","2020","LIVE",47.9537463008973,40,400,988.42
"407","caples","117","prefire","2013-2018","DEAD",7.50139892292353,5,50,123.5525
"408","caples","117","prefire","2013-2018","LIVE",47.9644981009467,51,510,1260.2355
"409","caples","118","postfire","2020","DEAD",60.7179960873587,17,170,420.0785
"410","caples","118","postfire","2020","LIVE",95.1370698462683,16,160,395.368
"411","caples","118","prefire","2013-2018","DEAD",2.17089323091589,7,70,172.9735
"412","caples","118","prefire","2013-2018","LIVE",146.113042340117,26,260,642.473
"413","caples","119","postfire","2020","DEAD",9.83498590801676,11,110,271.8155
"414","caples","119","postfire","2020","LIVE",49.5386664291201,6,60,148.263
"415","caples","119","prefire","2013-2018","DEAD",9.43134703179343,2,20,49.421
"416","caples","119","prefire","2013-2018","LIVE",66.8051063369953,17,170,420.0785
"417","caples","12","postfire","2020","DEAD",39.0546133715499,29,290,716.6045
"418","caples","12","postfire","2020","LIVE",55.1241101093031,7,70,172.9735
"419","caples","12","prefire","2013-2018","DEAD",63.4499819017198,15,150,370.6575
"420","caples","12","prefire","2013-2018","LIVE",71.9166945117513,33,330,815.4465
"421","caples","120","prefire","2013-2018","DEAD",8.36524977490817,24,240,593.052
"422","caples","120","prefire","2013-2018","LIVE",111.378498346905,52,520,1284.946
"423","caples","121","postfire","2020","DEAD",1.51612025245534,8,80,197.684
"424","caples","121","postfire","2020","LIVE",5.32283969738757,13,130,321.2365
"425","caples","121","prefire","2013-2018","DEAD",0.496834081705796,1,10,24.7105
"426","caples","121","prefire","2013-2018","LIVE",6.7045236340626,19,190,469.4995
"427","caples","121","prefire","2019","LIVE",0.298410970324544,1,10,24.7105
"428","caples","122","postfire","2020","DEAD",4.99479335039253,15,150,370.6575
"429","caples","122","postfire","2020","LIVE",58.3788051631603,31,310,766.0255
"430","caples","122","prefire","2013-2018","DEAD",2.76474581162354,3,30,74.1315
"431","caples","122","prefire","2013-2018","LIVE",55.178043777782,42,420,1037.841
"432","caples","123","prefire","2013-2018","DEAD",3.54073854298778,3,30,74.1315
"433","caples","123","prefire","2013-2018","LIVE",63.9918609796615,16,160,395.368
"434","caples","124","prefire","2013-2018","LIVE",23.8248632697861,7,70,172.9735
"435","caples","125","postfire","2020","LIVE",53.3721877438506,37,370,914.2885
"436","caples","125","prefire","2013-2018","LIVE",49.7527514586239,36,360,889.578
"437","caples","126","postfire","2020","DEAD",20.7034837438882,16,160,395.368
"438","caples","126","postfire","2020","LIVE",23.742167565796,8,80,197.684
"439","caples","126","prefire","2013-2018","DEAD",1.80296430431517,2,20,49.421
"440","caples","126","prefire","2013-2018","LIVE",37.7082706404525,21,210,518.9205
"441","caples","127","postfire","2020","DEAD",8.83132769212243,3,30,74.1315
"442","caples","127","postfire","2020","LIVE",29.0780200464563,16,160,395.368
"443","caples","127","prefire","2013-2018","DEAD",7.6915544046639,2,20,49.421
"444","caples","127","prefire","2013-2018","LIVE",31.5535249699274,17,170,420.0785
"445","caples","128","postfire","2020","DEAD",15.8977202355196,4,40,98.842
"446","caples","128","postfire","2020","LIVE",18.5486599903024,8,80,197.684
"447","caples","128","prefire","2013-2018","DEAD",18.9770241251232,4,40,98.842
"448","caples","128","prefire","2013-2018","LIVE",47.7663078805413,11,110,271.8155
"449","caples","129","postfire","2020","DEAD",10.0018134770145,6,60,148.263
"450","caples","129","postfire","2020","LIVE",68.8478124933148,25,250,617.7625
"451","caples","129","prefire","2013-2018","DEAD",10.4266454320356,4,40,98.842
"452","caples","129","prefire","2013-2018","LIVE",67.3931560508892,28,280,691.894
"453","caples","13","postfire","2020","DEAD",15.3639923417309,20,200,494.21
"454","caples","13","postfire","2020","LIVE",23.8298898333471,6,60,148.263
"455","caples","13","prefire","2013-2018","DEAD",3.72462537596287,5,50,123.5525
"456","caples","13","prefire","2013-2018","LIVE",38.7769491056528,26,260,642.473
"457","caples","130","prefire","2013-2018","DEAD",34.4851177581301,1,10,24.7105
"458","caples","130","prefire","2013-2018","LIVE",72.2020247722684,19,190,469.4995
"459","caples","131","prefire","2013-2018","DEAD",10.2188872740411,6,60,148.263
"460","caples","131","prefire","2013-2018","LIVE",113.186295138968,34,340,840.157
"461","caples","132","prefire","2013-2018","DEAD",2.01225566123374,1,10,24.7105
"462","caples","132","prefire","2013-2018","LIVE",35.8163031682192,7,70,172.9735
"463","caples","133","prefire","2013-2018","DEAD",9.2348064557999,11,110,271.8155
"464","caples","133","prefire","2013-2018","LIVE",91.6001157816372,25,250,617.7625
"465","caples","14","postfire","2020","DEAD",5.57606981840699,2,20,49.421
"466","caples","14","postfire","2020","LIVE",8.07933728695154,4,40,98.842
"467","caples","14","prefire","2013-2018","DEAD",5.83440413331269,2,20,49.421
"468","caples","14","prefire","2013-2018","LIVE",17.2809955938626,8,80,197.684
"469","caples","16","postfire","2020","DEAD",0.436670579624235,1,10,24.7105
"470","caples","16","postfire","2020","LIVE",62.0221370328831,23,230,568.3415
"471","caples","16","prefire","2013-2018","LIVE",55.0518362764799,23,230,568.3415
"472","caples","17","postfire","2020","DEAD",9.51842884916116,3,30,74.1315
"473","caples","17","postfire","2020","LIVE",53.6082033402422,22,220,543.631
"474","caples","17","prefire","2013-2018","DEAD",3.21769935197243,2,20,49.421
"475","caples","17","prefire","2013-2018","LIVE",54.8164029075278,24,240,593.052
"476","caples","19","postfire","2020","DEAD",0.843628152252704,2,20,49.421
"477","caples","19","postfire","2020","LIVE",18.5677376427367,19,190,469.4995
"478","caples","19","prefire","2013-2018","DEAD",0.509332564073707,1,10,24.7105
"479","caples","19","prefire","2013-2018","LIVE",19.3081368699662,19,190,469.4995
"480","caples","2","postfire","2020","DEAD",3.22619987258911,3,30,74.1315
"481","caples","2","postfire","2020","LIVE",13.4156846609355,4,40,98.842
"482","caples","2","prefire","2013-2018","DEAD",0.28886244031676,1,10,24.7105
"483","caples","2","prefire","2013-2018","LIVE",19.7470975441858,7,70,172.9735
"484","caples","2","prefire","2019","DEAD",3.80881546371442,4,40,98.842
"485","caples","2","prefire","2019","LIVE",16.8866141339273,3,30,74.1315
"486","caples","20","postfire","2020","DEAD",3.34349929406684,4,40,98.842
"487","caples","20","postfire","2020","LIVE",6.55124255682383,1,10,24.7105
"488","caples","20","prefire","2013-2018","DEAD",5.06813460018808,5,50,123.5525
"489","caples","20","prefire","2013-2018","LIVE",9.32592505008148,4,40,98.842
"490","caples","21","postfire","2020","DEAD",5.41052314977611,1,10,24.7105
"491","caples","21","postfire","2020","LIVE",39.7669880513582,11,110,271.8155
"492","caples","21","prefire","2013-2018","LIVE",39.3346841775302,11,110,271.8155
"493","caples","22","postfire","2020","DEAD",1.54336849662389,1,10,24.7105
"494","caples","22","prefire","2013-2018","LIVE",1.21821387924503,2,20,49.421
"495","caples","23","postfire","2020","DEAD",15.2025406727579,9,90,222.3945
"496","caples","23","postfire","2020","LIVE",59.70624005816,15,150,370.6575
"497","caples","23","prefire","2013-2018","DEAD",6.83717445236178,4,40,98.842
"498","caples","23","prefire","2013-2018","LIVE",66.6650806377958,24,240,593.052
"499","caples","23","prefire","2019","DEAD",5.57542936822354,4,40,98.842
"500","caples","23","prefire","2019","LIVE",66.889432277816,19,190,469.4995
"501","caples","24","postfire","2020","DEAD",21.5761262302092,22,220,543.631
"502","caples","24","postfire","2020","LIVE",39.4423186235123,6,60,148.263
"503","caples","24","prefire","2013-2018","DEAD",0.160714180883035,1,10,24.7105
"504","caples","24","prefire","2013-2018","LIVE",58.9655303096294,29,290,716.6045
"505","caples","24","prefire","2019","DEAD",24.5430408164081,22,220,543.631
"506","caples","24","prefire","2019","LIVE",33.4317130594259,5,50,123.5525
"507","caples","25","postfire","2020","LIVE",7.43702397569626,2,20,49.421
"508","caples","25","prefire","2013-2018","LIVE",7.50114662436642,2,20,49.421
"509","caples","26","postfire","2020","LIVE",6.01291506626308,6,60,148.263
"510","caples","26","prefire","2013-2018","LIVE",5.37442504852718,6,60,148.263
"511","caples","27","postfire","2020","DEAD",0.171485388513766,1,10,24.7105
"512","caples","27","postfire","2020","LIVE",0.209912399520699,1,10,24.7105
"513","caples","27","prefire","2013-2018","DEAD",16.4980743559683,1,10,24.7105
"514","caples","27","prefire","2013-2018","LIVE",0.140219775012671,1,10,24.7105
"515","caples","28","postfire","2020","DEAD",110.724191150397,53,530,1309.6565
"516","caples","28","prefire","2013-2018","DEAD",23.5711673668151,12,120,296.526
"517","caples","28","prefire","2013-2018","LIVE",110.999895250581,54,540,1334.367
"518","caples","29","postfire","2020","DEAD",14.6297259101974,13,130,321.2365
"519","caples","29","postfire","2020","LIVE",27.810229500738,10,100,247.105
"520","caples","29","prefire","2013-2018","LIVE",63.1875331795749,23,230,568.3415
"521","caples","3","postfire","2020","DEAD",13.3343863028001,4,40,98.842
"522","caples","3","postfire","2020","LIVE",3.34247069225706,1,10,24.7105
"523","caples","3","prefire","2013-2018","DEAD",8.7765934609142,2,20,49.421
"524","caples","3","prefire","2013-2018","LIVE",21.1869460020668,3,30,74.1315
"525","caples","3","prefire","2019","DEAD",11.7149206798337,2,20,49.421
"526","caples","3","prefire","2019","LIVE",3.19906807390846,1,10,24.7105
"527","caples","30","postfire","2020","DEAD",0.146895982985592,1,10,24.7105
"528","caples","30","postfire","2020","LIVE",1.61785479371713,2,20,49.421
"529","caples","30","prefire","2013-2018","LIVE",1.49737252890347,3,30,74.1315
"530","caples","32","postfire","2020","DEAD",7.0083687271558,10,100,247.105
"531","caples","32","postfire","2020","LIVE",116.606376748911,25,250,617.7625
"532","caples","32","prefire","2013-2018","DEAD",7.45697496928976,4,40,98.842
"533","caples","32","prefire","2013-2018","LIVE",95.8841452814707,34,340,840.157
"534","caples","33","postfire","2020","DEAD",11.1163908720287,21,210,518.9205
"535","caples","33","postfire","2020","LIVE",65.7401573277179,37,370,914.2885
"536","caples","33","prefire","2013-2018","DEAD",26.0176094372646,12,120,296.526
"537","caples","33","prefire","2013-2018","LIVE",70.3836702559692,53,530,1309.6565
"538","caples","34","postfire","2020","DEAD",2.7582172739961,4,40,98.842
"539","caples","34","postfire","2020","LIVE",8.18285732569446,5,50,123.5525
"540","caples","34","prefire","2013-2018","DEAD",1.32710981801266,3,30,74.1315
"541","caples","34","prefire","2013-2018","LIVE",9.27525185526376,6,60,148.263
"542","caples","35","postfire","2020","DEAD",13.4095324576581,11,110,271.8155
"543","caples","35","postfire","2020","LIVE",2.50705194690129,4,40,98.842
"544","caples","35","prefire","2013-2018","LIVE",15.6105074396148,15,150,370.6575
"545","caples","36","postfire","2020","DEAD",0.760097922265918,3,30,74.1315
"546","caples","36","postfire","2020","LIVE",9.13313013728206,1,10,24.7105
"547","caples","36","prefire","2013-2018","LIVE",9.21840704958734,3,30,74.1315
"548","caples","37","postfire","2020","DEAD",46.2255399998138,33,330,815.4465
"549","caples","37","postfire","2020","LIVE",2.61398771995594,1,10,24.7105
"550","caples","37","prefire","2013-2018","DEAD",10.2692887627204,9,90,222.3945
"551","caples","37","prefire","2013-2018","LIVE",42.6502559620824,33,330,815.4465
"552","caples","38","prefire","2013-2018","LIVE",20.2709081639217,1,10,24.7105
"553","caples","39","prefire","2013-2018","LIVE",70.6278952592577,7,70,172.9735
"554","caples","4","postfire","2020","DEAD",81.8650789174011,27,270,667.1835
"555","caples","4","prefire","2013-2018","DEAD",21.9172921021743,3,30,74.1315
"556","caples","4","prefire","2013-2018","LIVE",63.3905752953096,26,260,642.473
"557","caples","40","postfire","2020","DEAD",0.668280655056928,2,20,49.421
"558","caples","40","postfire","2020","LIVE",119.854254889831,12,120,296.526
"559","caples","40","prefire","2013-2018","DEAD",0.332587721023134,2,20,49.421
"560","caples","40","prefire","2013-2018","LIVE",124.528240921059,13,130,321.2365
"561","caples","41","prefire","2013-2018","LIVE",9.98157136970129,3,30,74.1315
"562","caples","42","prefire","2013-2018","LIVE",39.7722086907324,9,90,222.3945
"563","caples","43","prefire","2013-2018","LIVE",2.9974815267726,1,10,24.7105
"564","caples","44","prefire","2013-2018","LIVE",95.3378218674075,17,170,420.0785
"565","caples","45","prefire","2013-2018","DEAD",2.06719852394113,3,30,74.1315
"566","caples","45","prefire","2013-2018","LIVE",42.9349651799974,12,120,296.526
"567","caples","46","prefire","2013-2018","DEAD",16.0566489189215,4,40,98.842
"568","caples","46","prefire","2013-2018","LIVE",31.0333241603164,11,110,271.8155
"569","caples","47","prefire","2013-2018","DEAD",2.95189311825983,1,10,24.7105
"570","caples","47","prefire","2013-2018","LIVE",15.4660956270377,9,90,222.3945
"571","caples","48","prefire","2013-2018","LIVE",8.84638312332881,2,20,49.421
"572","caples","49","prefire","2013-2018","DEAD",5.99977613371172,4,40,98.842
"573","caples","49","prefire","2013-2018","LIVE",32.3605116086543,22,220,543.631
"574","caples","5","postfire","2020","DEAD",27.8631539749884,15,150,370.6575
"575","caples","5","postfire","2020","LIVE",51.6690366302469,16,160,395.368
"576","caples","5","prefire","2013-2018","DEAD",10.7067744607599,14,140,345.947
"577","caples","5","prefire","2013-2018","LIVE",72.8595536272759,26,260,642.473
"578","caples","50","prefire","2013-2018","DEAD",2.62825229222366,1,10,24.7105
"579","caples","50","prefire","2013-2018","LIVE",20.0128261475732,3,30,74.1315
"580","caples","51","prefire","2013-2018","LIVE",9.98652030293703,3,30,74.1315
"581","caples","52","prefire","2013-2018","DEAD",30.3300516361456,5,50,123.5525
"582","caples","52","prefire","2013-2018","LIVE",85.9515586470126,31,310,766.0255
"583","caples","53","prefire","2013-2018","DEAD",4.19640427018889,1,10,24.7105
"584","caples","53","prefire","2013-2018","LIVE",23.2947063709597,7,70,172.9735
"585","caples","54","prefire","2013-2018","DEAD",0.807665904072984,1,10,24.7105
"586","caples","54","prefire","2013-2018","LIVE",81.9028685834376,22,220,543.631
"587","caples","55","prefire","2013-2018","LIVE",37.1790647131105,8,80,197.684
"588","caples","56","prefire","2013-2018","DEAD",48.0694348931258,5,50,123.5525
"589","caples","56","prefire","2013-2018","LIVE",32.492211455469,26,260,642.473
"590","caples","57","prefire","2013-2018","DEAD",6.02056165330183,3,30,74.1315
"591","caples","57","prefire","2013-2018","LIVE",50.813201109346,33,330,815.4465
"592","caples","58","prefire","2013-2018","DEAD",38.3255093566467,3,30,74.1315
"593","caples","58","prefire","2013-2018","LIVE",43.8916036782569,4,40,98.842
"594","caples","59","prefire","2013-2018","DEAD",0.408044397182201,1,10,24.7105
"595","caples","59","prefire","2013-2018","LIVE",40.6944763624801,34,340,840.157
"596","caples","6","postfire","2020","DEAD",25.645216766961,5,50,123.5525
"597","caples","6","postfire","2020","LIVE",51.7281715305187,15,150,370.6575
"598","caples","6","prefire","2013-2018","DEAD",9.94337724967015,3,30,74.1315
"599","caples","6","prefire","2013-2018","LIVE",43.5577544644482,18,180,444.789
"600","caples","60","prefire","2013-2018","LIVE",4.69787676382937,1,10,24.7105
"601","caples","65","postfire","2020","DEAD",41.3847263995874,8,80,197.684
"602","caples","65","postfire","2020","LIVE",64.0248344603184,11,110,271.8155
"603","caples","65","prefire","2013-2018","DEAD",44.818490354358,8,80,197.684
"604","caples","65","prefire","2013-2018","LIVE",91.9259108491996,15,150,370.6575
"605","caples","7","postfire","2020","DEAD",7.63284647118109,12,120,296.526
"606","caples","7","postfire","2020","LIVE",58.298142403313,14,140,345.947
"607","caples","7","prefire","2013-2018","DEAD",14.4582405216837,5,50,123.5525
"608","caples","7","prefire","2013-2018","LIVE",59.9025477431778,20,200,494.21
"609","caples","75","postfire","2020","LIVE",37.8384761035058,6,60,148.263
"610","caples","75","prefire","2013-2018","LIVE",36.4573743942702,6,60,148.263
"611","caples","76","postfire","2020","DEAD",10.95765626444,7,70,172.9735
"612","caples","76","postfire","2020","LIVE",119.271993487064,46,460,1136.683
"613","caples","76","prefire","2013-2018","DEAD",10.9911925649551,6,60,148.263
"614","caples","76","prefire","2013-2018","LIVE",114.750449155183,43,430,1062.5515
"615","caples","77","postfire","2020","DEAD",23.7826905955851,3,30,74.1315
"616","caples","77","postfire","2020","LIVE",85.3575508056545,15,150,370.6575
"617","caples","77","prefire","2013-2018","DEAD",18.0434806486305,2,20,49.421
"618","caples","77","prefire","2013-2018","LIVE",71.3206294667736,12,120,296.526
"619","caples","8","postfire","2020","DEAD",13.4651157705489,8,80,197.684
"620","caples","8","postfire","2020","LIVE",103.238512368339,17,170,420.0785
"621","caples","8","prefire","2013-2018","DEAD",1.51536335678399,4,40,98.842
"622","caples","8","prefire","2013-2018","LIVE",101.910354540936,21,210,518.9205
"623","caples","82","postfire","2020","LIVE",24.332856710749,10,100,247.105
"624","caples","82","prefire","2013-2018","LIVE",23.101833827835,10,100,247.105
"625","caples","83","prefire","2013-2018","DEAD",0.256665262912467,1,10,24.7105
"626","caples","83","prefire","2013-2018","LIVE",12.5908042322346,13,130,321.2365
"627","caples","84","prefire","2013-2018","DEAD",3.87699429687975,7,70,172.9735
"628","caples","84","prefire","2013-2018","LIVE",47.2210130682879,15,150,370.6575
"629","caples","85","prefire","2013-2018","LIVE",7.50545510741871,3,30,74.1315
"630","caples","9","postfire","2020","DEAD",1.00005325766476,1,10,24.7105
"631","caples","9","prefire","2013-2018","LIVE",0.664224470561752,1,10,24.7105
"632","caples","92","prefire","2013-2018","DEAD",5.09645026132905,3,30,74.1315
"633","caples","92","prefire","2013-2018","LIVE",69.5838644223294,26,260,642.473
"634","caples","93","prefire","2013-2018","DEAD",1.7521164412656,2,20,49.421
"635","caples","93","prefire","2013-2018","LIVE",54.6925243159838,20,200,494.21
"636","caples","94","prefire","2013-2018","DEAD",10.7746233650428,4,40,98.842
"637","caples","94","prefire","2013-2018","LIVE",115.546315249815,16,160,395.368
"638","caples","95","prefire","2013-2018","LIVE",44.2793089302193,8,80,197.684
"639","caples","98","prefire","2013-2018","LIVE",8.54907838513931,6,60,148.263
"640","caples","99","postfire","2020","DEAD",5.97532258125276,3,30,74.1315
"641","caples","99","postfire","2020","LIVE",14.1400338184162,8,80,197.684
"642","caples","99","prefire","2013-2018","LIVE",19.8118412354581,11,110,271.8155
"643","concow","concow001","prefire","2021","DEAD",6.16132484059137,12,120,296.526
"644","concow","concow001","prefire","2021","LIVE",23.2660017818891,16,160,395.368
"645","concow","concow002","prefire","2021","DEAD",4.46719825229987,6,60,148.263
"646","concow","concow002","prefire","2021","LIVE",86.4900996209679,15,150,370.6575
"647","concow","concow003","prefire","2021","DEAD",34.4103791624797,7,70,172.9735
"648","concow","concow003","prefire","2021","LIVE",65.7358068291928,9,90,222.3945
"649","concow","concow004","prefire","2021","DEAD",10.7129848867812,6,60,148.263
"650","concow","concow004","prefire","2021","LIVE",96.4165534597299,14,140,345.947
"651","concow","concow005","prefire","2021","DEAD",13.7547351065371,6,60,148.263
"652","concow","concow005","prefire","2021","LIVE",45.48861472964,9,90,222.3945
"653","concow","concow006","prefire","2021","DEAD",12.5765978827109,1,10,24.7105
"654","concow","concow006","prefire","2021","LIVE",100.447061724824,12,120,296.526
"655","concow","concow007","prefire","2021","DEAD",3.74267442658734,4,40,98.842
"656","concow","concow007","prefire","2021","LIVE",77.0795769239272,10,100,247.105
"657","concow","concow008","prefire","2021","DEAD",13.5276275899698,13,130,321.2365
"658","concow","concow009","prefire","2021","DEAD",0.46395763895542,2,20,49.421
"659","concow","concow010","prefire","2021","DEAD",1.97268360292913,2,20,49.421
"660","concow","concow011","prefire","2021","DEAD",21.6943184004275,3,30,74.1315
"661","concow","concow012","prefire","2021","DEAD",0.626049758111936,4,40,98.842
"662","concow","concow013","prefire","2021","DEAD",5.07347168505016,3,30,74.1315
"663","concow","concow014","prefire","2021","DEAD",11.3958018202443,8,80,197.684
"664","concow","concow015","prefire","2021","DEAD",0.956483237608923,1,10,24.7105
"665","concow","concow016","prefire","2021","DEAD",1.43524886110893,4,40,98.842
"666","concow","concow017","prefire","2021","DEAD",0.498702061407522,2,20,49.421
"667","downieville","redant28","prefire","2020","DEAD",0.18639041096494,1,10,24.7105
"668","downieville","redant28","prefire","2020","LIVE",44.4072873733165,27,270,667.1835
"669","downieville","redant29","prefire","2020","LIVE",37.0525466905074,9,90,222.3945
"670","downieville","redant30a","prefire","2020","LIVE",46.4465195725803,18,180,444.789
"671","downieville","redant38","prefire","2020","DEAD",0.317973812291709,1,10,24.7105
"672","downieville","redant38","prefire","2020","LIVE",29.1062386696907,18,180,444.789
"673","downieville","redant39","prefire","2020","DEAD",3.50520811349235,2,20,49.421
"674","downieville","redant39","prefire","2020","LIVE",115.979783578522,13,130,321.2365
"675","downieville","redant40","prefire","2020","DEAD",1.04459365678644,1,10,24.7105
"676","downieville","redant40","prefire","2020","LIVE",124.160603108178,11,110,271.8155
"677","downieville","redant41","prefire","2020","DEAD",9.76812679038096,8,80,197.684
"678","downieville","redant41","prefire","2020","LIVE",43.5262559599713,14,140,345.947
"679","downieville","redant42","prefire","2020","DEAD",20.1434197622528,10,100,247.105
"680","downieville","redant42","prefire","2020","LIVE",123.369084311761,13,130,321.2365
"681","downieville","redant43","prefire","2020","DEAD",6.52814753505704,4,40,98.842
"682","downieville","redant43","prefire","2020","LIVE",79.9080184174319,12,120,296.526
"683","downieville","redant44","prefire","2020","DEAD",15.2011433269031,5,50,123.5525
"684","downieville","redant44","prefire","2020","LIVE",68.4024085020981,19,190,469.4995
"685","downieville","redant45","prefire","2020","DEAD",0.150292309716003,1,10,24.7105
"686","downieville","redant45","prefire","2020","LIVE",53.211434747805,20,200,494.21
"687","downieville","redant46","prefire","2020","DEAD",4.07848380610903,3,30,74.1315
"688","downieville","redant46","prefire","2020","LIVE",20.9859416823704,8,80,197.684
"689","downieville","redant49","prefire","2020","DEAD",6.4164035337312,4,40,98.842
"690","downieville","redant49","prefire","2020","LIVE",63.4415007886844,12,120,296.526
"691","downieville","redant50","prefire","2020","DEAD",1.81965482424748,2,20,49.421
"692","downieville","redant50","prefire","2020","LIVE",39.223362291098,18,180,444.789
